cnpj;razao_social;cod_scp;dt_ini;dt_fin;forma_trib;forma_apur;qualif_pj;sit_especial;cnae;cod_nat;horario_eleitoral_deducao_lalur;prouni_universidade_para_todos;sudam_sudene_isencao_proj_ind_agric;sudam_sudene_isencao_proj_tec_dig;sudam_sudene_red_escal_setor_prior_proj_ind_agric;finor;finam;pronac_deducao_ir;pat_deducao_ir;atividade_audiov_deducao_ir;fundos_direitos_crianca_adolescente;fundos_idoso;incentivo_desporto;pronon_deducao_ir;pronas_pcd_deducao_ir;empresa_cidada_deducao_ir;rota_2030_deducao_ir;prouni_deducao_csll;rota_2030_deducao_csll;f0000_ano
07.625.159/0001-40;BTG PACTUAL GESTORA DE INVESTIMENTOS ALTERNATIVOS LTDA;0;01/01/2015;31/12/2015;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6630400;2062;0;;;;;;;0;21885,37;0;0;0;0;0;0;0;;0;;2015
90.792.797/0001-08;ASTORIA PAPEIS LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1721400;2062;0;;;;;;;0;13022,06;0;0;0;0;0;0;0;;0;;2016
03.699.194/0001-53;TV OESTE DO PARANA LTDA;0;01/01/2018;31/12/2018;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6021700;2062;8589560,44;;;;;;;0;0;0;0;0;0;0;0;0;;0;;2018
05.343.207/0001-82;COMVAP ACUCAR E ALCOOL LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1071600;2062;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;0;;2017
19.576.717/0001-04;KOPELL DISTRIBUICAO E LOGISTICA LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4647801;2062;0;;;;;;;0;3711,46;0;0;0;0;0;0;0;;0;;2016
41.766.410/0001-25;BORGHESI E RICETTI MARKETING, EVENTOS E VIAGENS LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7319003;2062;;;;;;;;;;;;;;;;;;;;2023
78.116.670/0001-65;CIA BEAL DE ALIMENTOS;0;01/01/2016;31/12/2016;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4711302;2054;0;;;;;;;60000;0;0;15000;0;0;0;0;0;;0;;2016
01.534.510/0001-01;TELEVISAO ANHANGUERA S/A;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6021700;2054;40605395,63;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;2024
49.047.681/0001-32;HOSPITAL CARLOS CHAGAS S.A.;0;01/01/2015;31/12/2015;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8610101;2054;0;;;;;;;0;260082,59;0;0;0;0;0;0;0;;0;;2015
32.512.850/0001-65;SHIFT FITNESS - ACADEMIA ALPHA LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);9313100;2062;0;;;;;;;0;1862,61;0;0;0;0;0;0;0;0;0;0;2023
02.219.378/0001-06;JUPARANA COMERCIAL AGRICOLA LTDA.;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4683400;2062;0;0;0;0;0;;;267354,73;267354,73;0;65431,33;0;0;0;0;0;0;0;0;2024
10.559.732/0001-70;AUTO POSTO NAUTICA FREI GASPAR LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4731800;2062;0;;;;;;;0;369,06;0;0;0;0;0;0;0;0;0;0;2024
64.429.400/0001-08;DECIO TRANSPORTADORA RETALHISTA DE COMBUSTIVEIS LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4681802;2135;0;;;;;;;0;17529,75;0;0;0;0;0;0;0;0;0;0;2023
07.487.711/0001-81;REDUX INDUSTRIA E COMERCIO LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4689399;2062;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;0;;2017
49.558.893/0001-84;BENEFICIADORA BOA VISTA LTDA;0;01/01/2018;31/12/2018;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1099699;2062;0;;;;;;;0;2562,66;0;0;0;0;0;0;0;;0;;2018
40.566.971/0001-18;JUDA VIAGENS LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4929902;2062;;;;;;;;;;;;;;;;;;;;2024
61.520.011/0001-97;ELEVADORES ZENIT EIRELI;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2822402;2305;0;;;;;;;0;1814,52;0;0;0;0;0;0;0;;0;;2017
94.964.889/0001-70;UNIAGRO INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4639701;2062;0;;;;;;;0;9076,11;0;0;0;0;0;0;0;0;0;0;2024
01.125.282/0001-16;PETROBAHIA S.A;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4681801;2062;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2024
96.677.646/0001-87;POLYORGANIC TECNOLOGIA LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4684299;2062;0;;;;;;;0;22375,86;0;0;0;0;0;0;0;0;0;0;2021
45.594.223/0001-62;VEMAR ADMINISTRADORA DE CONSORCIO LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6493000;2062;0;;;;;;;0;558,64;0;0;0;0;0;0;0;0;0;0;2021
04.913.711/0001-08;BANCO DO ESTADO DO PARA S.A;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ COMPONENTE DO SISTEMA FINANCEIRO;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6422100;2038;;;;;;;;945000;0;0;0;0;0;0;0;905363,88;;0;0;2023
85.139.970/0001-25;FREITAS ASSESSORIA DE COMERCIO EXTERIOR LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5250801;2062;0;;;;;;;0;1296,81;0;0;0;0;0;0;0;0;0;0;2023
28.478.687/0001-94;REDEMETRO TELECOMUNICACOES LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6190601;2062;0;;;;;;;0;20800,36;0;0;0;0;0;0;0;0;0;0;2023
85.377.174/0001-20;UNIMED LITORAL COOPERATIVA DE TRABALHO MEDICO LTDA;0;01/01/2019;31/12/2019;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6550200;2143;0;;;;;;;0;50422,81;0;0;0;0;0;0;265132,04;0;0;0;2019
10.777.432/0001-67;BONAVIGO COMERCIO DE ALIMENTOS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2024
04.973.790/0001-42;CPFL COMERCIALIZACAO BRASIL S.A.;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);3513100;2054;0;;;;;;;819000;264729,14;0;205000;205000;205000;204800;45785,36;0;0;0;0;2020
10.288.438/0001-70;EOLICA MAR E TERRA GERACAO E COMERCIALIZACAO DE ENERGIA S.A.;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);3511501;2054;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2020
29.316.596/0001-15;INPASA AGROINDUSTRIAL S/A;0;01/01/2020;31/12/2020;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1931400;2054;0;0;0;0;0;;;0;683313,59;0;0;0;0;0;0;0;0;0;0;2020
21.743.725/0001-40;UAU ESTRUTURAS E SERVICOS LTDA EPP;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7739003;2062;;;;;;;;;;;;;;;;;;;;2024
24.830.006/0001-54;BDE EVENTOS LTDA - ME;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8230001;2062;;;;;;;;;;;;;;;;;;;;2023
08.932.607/0001-11;CAST FUTURA DO BRASIL COMERCIO E INDUSTRIA DE COMPONENTES ELETRODOMESTICOS LTDA.;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2759799;2062;0;;;;;;;0;10539,47;0;0;0;0;0;0;0;0;0;0;2024
41.893.302/0001-13;AGRO RESERVA PECUARIA DIGITAL LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6204000;2062;;;;;;;;;;;;;;;;;;;;2024
36.099.655/0001-06;TOMBADOR IRON MINERACAO LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);710301;2062;0;0;0;0;0;;;0;25131;0;0;0;0;0;0;0;0;0;0;2023
86.910.353/0001-44;POLIVIDROS COML LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4679603;2062;0;;;;;;;0;0;0;7155,74;7155,74;0;0;0;0;0;0;0;2022
33.812.326/0001-72;BOTECO CHAPECO LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);9329801;2062;;;;;;;;;;;;;;;;;;;;2024
77.810.505/0001-46;POLICLINICA SAO VICENTE DE PAULA LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8610101;2062;0;;;;;;;0;7515,61;0;0;0;0;0;0;0;0;0;0;2022
86.183.449/0001-58;CASSOL PRE-FABRICADOS LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2330301;2062;0;;;;;;;0;18544,82;0;0;0;0;0;0;0;0;0;0;2021
01.104.642/0001-01;SIGA BEM DISTRIBUIDORA DE LUBRIFICANTES LTDA;0;01/01/2015;31/12/2015;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4681805;2062;0;;;;;;;0;251,02;0;0;0;0;0;0;0;;0;;2015
72.395.981/0001-24;COMERCIAL DE ALIMENTOS KLOPPEL LTDA;0;01/01/2015;31/12/2015;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4711301;2062;0;;;;;;;4500;0;0;0;0;0;0;0;0;;0;;2015
92.665.611/0001-77;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4771701;2046;0;;;;;;;272016,76;272016,76;0;68004,19;0;68004,19;0;0;0;;0;;2016
33.485.058/0001-21;EVOLUTION PRODUTORA DE EVENTOS LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8230001;2062;;;;;;;;;;;;;;;;;;;;2023
80.332.778/0001-37;RUBBER NEW PRODUTOS DE BORRACHA LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2219600;2062;0;;;;;;;0;5679,65;0;0;0;0;0;0;0;0;0;0;2021
59.108.308/0001-06;SECO TOOLS INDUSTRIA E COMERCIO LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2599399;2062;0;;;;;;;0;83192,29;0;0;0;0;0;0;0;0;0;0;2023
97.663.728/0001-35;COOPERATIVA TRITICOLA TAPERENSE LTDA;0;01/01/2018;31/12/2018;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4623199;2143;0;;;;;;;0;304,11;0;0;0;0;0;0;0;;0;;2018
05.843.450/0001-60;ABASTECEDORA MINNEAPOLIS LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4731800;2062;0;;;;;;;0;1093,15;0;0;0;0;0;0;0;0;0;0;2022
72.907.900/0001-28;EMEPE INDUSTRIA GRAFICA E COMERCIO LIMITADA;0;01/01/2020;31/12/2020;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1732000;2062;0;;;;;;;0;4637,11;0;0;0;0;0;0;0;0;0;0;2020
39.466.349/0001-59;NACIONAL TRANSPORTE E TURISMO LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4929901;2062;;;;;;;;;;;;;;;;;;;;2024
08.030.363/0001-81;SUPERMERCADO NORDESTAO LTDA;0;01/01/2024;30/06/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;CISAO PARCIAL;4711302;2062;0;;;;;;;0;23881,73;0;0;0;23881,73;0;0;0;0;0;0;2024
09.455.725/0001-49;AB COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA ME;0;01/01/2017;31/12/2017;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4731800;2062;0;;;;;;;0;202,98;0;0;0;0;0;0;0;;0;;2017
07.720.317/0001-41;CONICA ASSESSORIA E SUPORTE TECNICO PARA EVENTOS L;0;01/09/2022;31/12/2022;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7739003;2062;;;;;;;;;;;;;;;;;;;;2022
14.636.027/0001-80;DAKOTA CORRETORA DE SEGUROS LTDA;0;01/01/2015;31/12/2015;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6622300;2062;0;;;;;;;0;65,18;0;0;0;0;0;0;0;;0;;2015
34.546.535/0001-84;DSC PRODUCOES E EVENTOS LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);7990200;2062;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2023
88.680.095/0001-82;LAVROBRAS COMERCIO E REPRESENTACOES LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4789099;2062;0;;;;;;;0;21880,83;0;0;0;0;0;0;0;0;0;0;2024
11.331.297/0001-94;COLINA SOLUCOES E SERVICOS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8111700;2062;0;;;;;;;0;1177,27;0;0;0;0;0;0;0;0;0;0;2024
23.521.879/0001-12;OWO EVENTOS E COMUNICACAO LTDA;0;01/01/2023;31/12/2023;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8230001;2062;;;;;;;;;;;;;;;;;;;;2023
33.163.049/0001-14;DANNEMANN, SIEMSEN, BIGLER E IPANEMA MOREIRA, PROPRIEDADE INDUSTRIAL LTDA;0;01/01/2023;31/12/2023;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6911703;2240;0;;;;;;;0;1013,71;0;0;0;0;0;0;0;0;0;0;2023
03.870.455/0001-56;FORNO DE MINAS ALIMENTOS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1052000;2062;0;;;;;;;0;199676,54;0;0;0;0;0;0;0;0;0;0;2024
00.205.375/0001-98;P1 ADM EM COMPLEXOS IMOBILIARIOS LTDA;2,05375E+11;01/01/2015;31/12/2015;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5510801;2062;0;;;;;;;0;1174,8;0;0;0;0;0;0;0;;0;;2015
04.008.185/0001-31;INTERFORT SEGURANCA DE VALORES EIRELI;0;01/01/2017;31/12/2017;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8011101;2062;0;;;;;;;0;87214,01;0;0;0;0;0;0;0;;0;;2017
01.181.263/0001-07;ELO TELECOMUNICACOES E CONSTRUCOES LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4221904;2062;0;;;;;;;0;2758,83;0;0;0;0;0;0;0;;0;;2017
29.426.856/0001-05;CHURRASCARIA POTENCIA DO SUL LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2024
15.698.659/0001-30;VIACAO URBANA GUARULHOS SA;0;01/01/2023;31/12/2023;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4921301;2054;0;;;;;;;0;58444,15;0;0;0;0;0;0;0;0;0;0;2023
37.802.695/0001-35;MS HOTEIS LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5510801;2062;;;;;;;;;;;;;;;;;;;;2024
09.967.852/0001-27;HOTELARIA ACCOR BRASIL SA - MERCURE CURITIBA GOLDEN;9,96785E+12;01/01/2022;31/12/2022;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5510802;2054;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2022
46.088.993/0001-04;RADIO CULTURA DE CAMPINAS LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6010100;2062;387226,34;;;;;;;0;2929,01;0;0;0;0;0;0;0;0;0;0;2022
03.031.662/0001-17;PROLIND ALUMINIO LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2441502;2062;0;;;;;;;0;50902,98;0;0;0;0;0;0;12522,77;0;0;0;2024
40.882.060/0001-08;LIDERMAC CONSTRUCOES E EQUIPAMENTOS LTDA;0;01/01/2024;31/12/2024;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4313400;2062;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2024
22.912.349/0001-32;POSTO NOVA ERA LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4731800;2062;0;;;;;;;0;1416,38;0;0;0;0;0;0;0;0;0;0;2022
03.420.225/0001-95;ASSOC.PATOBRANQUENSE ENSINO SUP.S/C.LTDA;0;01/01/2017;31/12/2017;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8531700;2240;0;1753493,15;0;0;0;;;0;0;0;0;0;0;0;0;0;;639880,66;;2017
16.590.234/0001-76;AREZZO INDUSTRIA E COMERCIO S.A.;0;01/01/2015;31/12/2015;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4643501;2046;0;;;;;;;455000;74358,41;0;177580;0;0;0;0;0;;0;;2015
24.651.599/0001-91;SG LOCACAO DE TRANSPORTES LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4929902;2062;;;;;;;;;;;;;;;;;;;;2024
87.789.178/0001-41;COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO DA REGIAO DE PALMEIRA DAS MISSOES - SICREDI GRANDE PALMEIRA RS;0;01/01/2020;17/09/2020;LUCRO REAL;ANUAL;PJ COMPONENTE DO SISTEMA FINANCEIRO;INCORPORACAO/INCORPORADA;6424703;2143;;;;;;;;0;3023,65;0;0;0;0;0;0;0;;0;0;2020
12.271.591/0001-10;ICAPE - COMERCIAL IMPORTADORA E EXPORTADORA LTDA;0;01/01/2021;31/12/2021;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4652400;2062;0;;;;;;;0;2585,23;0;0;0;0;0;0;0;0;0;0;2021
13.823.213/0001-65;ACADEMIA MELIES DE ENSINO LTDA;0;01/01/2020;31/12/2020;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8531700;2062;0;174009,68;0;0;0;;;0;0;0;0;0;0;0;0;0;0;58782,31;0;2020
04.402.277/0001-00;BIC AMAZONIA S/A;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);2229399;2054;0;0;0;0;0;;;935000;997157,17;0;180000;219000;225000;0;40000;0;;0;;2016
09.080.907/0001-82;GENOMMA LABORATORIES DO BRASIL LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4646001;2062;0;;;;;;;115794,5;77814,93;0;0;0;0;0;0;0;;0;;2016
89.723.977/0001-40;TONIOLO, BUSNELLO S.A. - TUNEIS, TERRAPLENAGENS E PAVIMENTACOES;0;01/01/2019;31/12/2019;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);4212000;2054;0;;;;;;;0;106245,22;0;0;0;0;0;0;0;0;0;0;2019
89.640.452/0001-41;UNIMED REGIAO DA CAMPANHA RS - COOPERATIVA DE ASSISTENCIA A SAUDE LTDA;0;01/01/2016;31/12/2016;LUCRO REAL;ANUAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);6550200;2143;0;;;;;;;0;10437,35;0;0;0;0;0;0;0;;0;;2016
11.909.814/0004-02;NEORUBBER INDUSTRIA DE SANDALIAS LTDA;0;01/01/2022;31/12/2022;LUCRO REAL;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);1539400;2062;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;2022
35.402.024/0001-51;LIBER EVENTOS LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);8230001;2062;;;;;;;;;;;;;;;;;;;;2024
04.907.334/0001-02;RESTAURANTE RANCHO 53 LTDA;0;01/01/2024;31/12/2024;LUCRO PRESUMIDO;TRIMESTRAL;PJ EM GERAL;NORMAL (SEM OCORRENCIA DE SITUACAO ESPECIAL OU EVENTO);5611201;2062;;;;;;;;;;;;;;;;;;;;2024
